id,Latitude,Longitude
381,219639,143522
382,219639,143522
383,219639,143522
384,219639,143522
385,219639,143522
386,219639,143522
387,219639,143522
388,219639,143522
389,219639,143522
390,219639,143522
391,219639,143522
392,219639,143522
393,219639,143522
394,219639,143522
395,219639,143522
396,219639,143522
397,219639,143522
398,219639,143522
399,219639,143522
400,219639,143522
401,219639,143522
402,219639,143522
403,219639,143522
404,219639,143522
405,219639,143522
406,219639,143522
407,219639,143522
408,219639,143522
409,219639,143522
410,219639,143522
411,219639,143522
412,219639,143522
413,219639,143522
414,219639,143522
415,219639,143522
416,219639,143522
417,219639,143522
418,219639,143522
419,219639,143522
420,219639,143522
421,219639,143522
422,219639,143522
423,219639,143522
424,219639,143522
425,219639,143522
426,219639,143522
427,219639,143522
428,219639,143522
429,219639,143522
430,219639,143522
431,219639,143522
432,219639,143522
433,219639,143522
434,219639,143522
435,219639,143522
436,219639,143522
437,219639,143522
438,219639,143522
439,219639,143522
440,219639,143522
441,219639,143522
442,219639,143522
443,219639,143522
444,219639,143522
445,219639,143522
446,219639,143522
447,219639,143522
448,219639,143522
449,219639,143522
450,219639,143522
451,219639,143522
452,219639,143522
453,219639,143522
454,219639,143522
455,219639,143522
456,219639,143522
457,219639,143522
458,219639,143522
459,219639,143522
460,219639,143522
461,219639,143522
462,219639,143522
463,219639,143522
464,219639,143522
465,219639,143522
466,219639,143522
467,219639,143522
468,219639,143522
469,219639,143522
470,219639,143522
471,219639,143522
472,219639,143522
473,219639,143522
474,219639,143522
475,219639,143522
476,219639,143522
477,219639,143522
478,219639,143522
479,219639,143522
480,219639,143522
481,219639,143522
482,219639,143522
483,219639,143522
484,219639,143522
485,219639,143522
486,219639,143522
487,219639,143522
488,219639,143522
489,219639,143522
490,219639,143522
491,219639,143522
492,219639,143522
493,219639,143522
494,219639,143522
495,219639,143522
496,219639,143522
497,219639,143522
498,219639,143522
499,219639,143522
500,219639,143522
501,219639,143522
502,219639,143522
503,219639,143522
504,219639,143522
505,219639,143522
506,219639,143522
507,219639,143522
508,219639,143522
509,219639,143522
510,219639,143522
511,219639,143522
512,219639,143522
513,219639,143522
514,219639,143522
515,219639,143522
516,219639,143522
517,219639,143522
518,219639,143522
519,219639,143522
520,219639,143522
521,219639,143522
522,219639,143522
523,219639,143522
524,219639,143522
525,221626,135367
526,219639,143522
527,219639,143522
528,38336,258
529,38254,145
530,38312,226
531,219639,143522
532,219639,143522
533,219639,143522
534,219639,143522
535,219639,143522
536,219639,143522
537,219639,143522
538,219639,143522
539,219639,143522
540,219639,143522
541,219639,143522
542,219639,143522
543,219639,143522
544,219639,143522
545,219639,143522
546,219639,143522
547,219639,143522
548,219639,143522
549,219639,143522
550,219639,143522
551,219639,143522
552,219639,143522
553,219639,143522
554,219639,143522
555,219639,143522
556,219639,143522
557,219639,143522
558,219639,143522
559,219639,143522
560,219639,143522
561,219639,143522
562,219639,143522
563,219639,143522
564,219639,143522
565,219639,143522
566,219639,143522
567,219639,143522
568,219639,143522
569,219639,143522
570,219639,143522
571,219639,143522
572,219639,143522
573,219639,143522
574,219639,143522
575,219639,143522
576,219639,143522
577,219639,143522
578,219639,143522
579,219639,143522
580,219639,143522
581,219639,143522
582,219639,143522
583,219639,143522
584,219639,143522
585,219639,143522
586,219639,143522
587,219639,143522
588,219639,143522
589,219639,143522
590,219639,143522
591,219639,143522
592,219639,143522
593,219639,143522
594,219639,143522
595,219639,143522
596,219639,143522
597,219639,143522
598,219639,143522
599,219639,143522
600,219639,143522
601,219639,143522
602,219639,143522
603,219639,143522
604,219639,143522
605,219639,143522
606,219639,143522
607,219639,143522
608,219639,143522
609,219639,143522
610,219639,143522
611,219639,143522
612,219639,143522
613,219639,143522
614,219639,143522
615,219639,143522
616,219639,143522
617,219639,143522
618,219639,143522
619,219639,143522
620,219639,143522
621,219639,143522
622,219639,143522
623,219639,143522
624,219639,143522
625,219639,143522
626,219639,143522
627,219639,143522
628,219639,143522
629,219639,143522
630,219639,143522
631,219639,143522
632,219639,143522
633,219639,143522
634,219639,143522
635,219639,143522
636,219639,143522
637,219639,143522
638,219639,143522
639,219639,143522
640,219639,143522
641,219639,143522
642,219639,143522
643,219639,143522
644,219639,143522
645,219639,143522
646,219639,143522
647,219639,143522
648,219639,143522
649,219639,143522
650,219639,143522
651,219639,143522
652,219639,143522
653,219639,143522
654,219639,143522
655,219639,143522
656,219639,143522
657,219639,143522
658,219639,143522
659,219639,143522
660,219639,143522
661,219639,143522
662,219639,143522
663,219639,143522
664,219639,143522
665,219639,143522
666,219639,143522
667,219639,143522
668,219639,143522
669,219639,143522
670,219639,143522
671,219639,143522
672,219639,143522
673,219639,143522
674,219639,143522
675,219639,143522
676,219639,143522
677,219639,143522
678,219639,143522
679,219639,143522
680,219639,143522
681,219639,143522
682,219639,143522
683,219639,143522
684,219639,143522
685,219639,143522
686,219639,143522
687,219639,143522
688,219639,143522
689,219639,143522
690,219639,143522
691,219639,143522
692,219639,143522
693,219639,143522
694,219639,143522
695,219639,143522
696,219639,143522
697,219639,143522
698,219639,143522
699,219639,143522
700,219639,143522
701,219639,143522
702,219639,143522
703,219639,143522
704,219639,143522
705,219639,143522
706,219639,143522
707,219639,143522
708,219639,143522
709,219639,143522
710,219639,143522
711,219639,143522
712,219639,143522
713,219639,143522
714,219639,143522
715,219639,143522
716,219639,143522
717,219639,143522
718,219639,143522
719,219639,143522
720,219639,143522
721,219639,143522
722,219639,143522
723,219639,143522
724,219639,143522
725,219639,143522
726,219639,143522
727,219639,143522
728,219639,143522
729,219639,143522
730,219639,143522
731,219639,143522
732,219639,143522
733,219639,143522
734,219639,143522
735,219639,143522
736,219639,143522
737,219639,143522
